,Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic
157,Country Strong,15000000,12.365,6.3,18051,117,"Drama,Music",22.0,53.0,PG-13,12/22/2011,124.0,48.625,1.012,17.6645,8.8116,20601987,20218921.0
158,Beck,0,7.342,6.9,988,145,"Drama,Music",95.0,88.0,,2/9/2018,,89.5,0.0,1.053333333,6.805199999999999,20219060,
159,How Not to Rescue a Princess,3000000,5.036,6.4,1579,75,"Adventure,Animation,Comedy",,,,0,,,15.264,15.264,2.3454,20157447,
160,About Her Brother,0,2.918,7.0,793,126,Drama,,,,0,,,15.264,15.264,4.7386,19969473,
161,Trick the Movie: Psychic Battle Royale,0,2.869,6.0,238,119,Mystery,,,,0,,,15.264,15.264,8.908600000000002,19795115,
162,Another Year,8000000,8.744,7.4,29323,129,"Comedy,Drama",92.0,74.0,PG-13,12/29/2011,187.0,72.75,4.708,0.631,6.817,19722766,3205706.0
163,Youth in Revolt,18000000,11.449,6.5,74089,90,"Comedy,Drama,Romance",66.0,52.0,R,1/8/2010,131.0,39.25,6.552,1.646,16.1256,19651093,15281286.0
164,Hot Summer Days,0,1.487,6.1,882,93,"Comedy,Romance",50.0,52.0,PG,0,,,0.0,15.264,6.656000000000001,19573451,
165,Buried,1987650,21.703,7.0,158625,95,"Drama,Mystery,Thriller",87.0,65.0,R,10/8/2010,,85.875,2.468,2.8365,13.347,19439764,
166,The Servant,0,10.718,7.8,11706,116,Drama,89.0,89.0,,3/16/1964,,,6.63,15.264,6.026400000000001,19259164,
167,Norwegian Wood,0,11.229,6.3,11685,133,"Drama,Romance",74.0,49.0,,1/6/2012,,55.5,2.273,3.021,7.6456,19115721,
168,Head Over Heels,14000000,11.514,5.4,14511,86,"Comedy,Mystery,Romance",,82.0,,0,,,3.392,1.473,12.5518,18876082,
169,Harry Potter and the Deathly Hallows: Part 2,125000000,265.513,8.2,839639,130,"Adventure,Fantasy,Mystery",96.0,89.0,PG-13,7/15/2011,1.0,47.625,14.088,6.070666667,35.706599999999995,1341511219,381011219.0
170,Transformers: Dark of the Moon,195000000,32.903,6.2,401355,154,"Action,Adventure,Sci-Fi",35.0,55.0,PG-13,6/29/2011,2.0,40.75,16.464,2.1495,15.705200000000001,1123794079,352390543.0
171,Pirates of the Caribbean: On Stranger Tides,380000000,278.171,6.6,510552,137,"Action,Adventure,Fantasy",33.0,54.0,PG-13,5/20/2011,5.0,46.125,4.192,4.75,22.465399999999995,1045713802,241071802.0
172,The Twilight Saga: Breaking Dawn - Part 1,110000000,130.858,4.9,236412,117,"Adventure,Drama,Fantasy",25.0,60.0,PG-13,11/18/2011,3.0,35.25,9.832,4.289333333,24.2466,712205856,281287133.0
173,Mission: Impossible - Ghost Protocol,145000000,85.187,7.4,479034,132,"Action,Adventure,Thriller",93.0,76.0,PG-13,12/16/2011,21.0,49.875,14.555,18.10666667,26.5824,694713380,209397903.0
174,Kung Fu Panda 2,150000000,97.452,7.2,274962,90,"Action,Adventure,Animation",80.0,74.0,PG,5/26/2011,13.0,57.125,3.238,0.6,20.7042,665692281,165249063.0
175,Fast Five,125000000,22.003,7.3,373986,130,"Action,Adventure,Crime",77.0,83.0,PG-13,4/29/2011,6.0,47.75,11.224,18.18066667,21.645000000000003,626137675,209837675.0
176,The Hangover Part II,80000000,133.451,6.5,489016,102,Comedy,34.0,52.0,R,5/26/2011,4.0,32.375,8.017,4.3085,18.201399999999996,586764305,254464305.0
177,The Smurfs,110000000,72.911,5.4,88940,103,"Adventure,Animation,Comedy",21.0,43.0,PG,7/29/2011,17.0,48.125,11.426,1.736,12.242199999999999,563749323,142614158.0
178,Cars 2,200000000,133.706,6.2,180237,106,"Adventure,Animation,Comedy",39.0,49.0,G,6/24/2011,7.0,58.25,7.206,2.786,21.275,559852396,191452396.0
179,Puss in Boots,130000000,57.423,6.6,155196,90,"Adventure,Animation,Comedy",86.0,67.0,PG,10/28/2011,15.0,48.5,7.871,3.1975,16.9278,554987477,149260504.0
180,Sherlock Holmes: A Game of Shadows,125000000,74.814,7.4,444166,129,"Action,Adventure,Mystery",59.0,77.0,PG-13,12/16/2011,19.0,43.75,17.049,3.001,25.6416,543848418,186848418.0
181,Rio,90000000,109.257,6.9,221910,96,"Adventure,Animation,Comedy",72.0,71.0,G,4/15/2011,16.0,73.25,2.712,1.933,23.072400000000002,484635760,143619809.0
182,Rise of the Planet of the Apes,93000000,61.88,7.6,517869,105,"Action,Drama,Sci-Fi",82.0,77.0,PG-13,8/5/2011,9.0,37.75,3.286,5.72775,13.456,482860185,176760185.0
183,Thor,150000000,182.673,7.0,812534,115,"Action,Adventure,Fantasy",77.0,76.0,PG-13,5/6/2011,8.0,77.0,27.071,11.621,25.9926,449326618,181030624.0
184,The Intouchables,13000000,116.444,8.5,826554,112,"Biography,Comedy,Drama",75.0,93.0,R,5/25/2012,147.0,67.875,0.0,2.760333333,7.0132,426588510,10198820.0
185,The Adventures of Tintin,130000000,38.472,7.3,227716,107,"Action,Adventure,Animation",74.0,74.0,PG,12/21/2011,74.0,71.375,29.221,15.406,16.265800000000002,373993951,77591831.0
186,Captain America: The First Avenger,140000000,119.236,6.9,813953,124,"Action,Adventure,Sci-Fi",79.0,75.0,PG-13,7/22/2011,10.0,39.625,8.048,11.621,26.412,370569774,176654505.0
187,Alvin and the Chipmunks: Chipwrecked,75000000,60.115,4.3,34622,87,"Adventure,Animation,Comedy",12.0,51.0,G,12/16/2011,34.0,51.25,5.691,6.999,17.5806,342695435,133110742.0
188,Real Steel,110000000,244.759,7.1,319842,127,"Action,Drama,Sci-Fi",60.0,73.0,PG-13,10/7/2011,35.0,44.0,33.013,11.59666667,16.6302,299268508,85468508.0
189,Bridesmaids,32500000,24.987,6.8,286618,125,"Comedy,Romance",90.0,76.0,R,5/13/2011,12.0,39.25,4.309,4.298666667,16.9266,288383523,169106725.0
190,Super 8,50000000,103.479,7.0,350145,112,"Action,Mystery,Sci-Fi",81.0,75.0,PG-13,6/10/2011,18.0,40.125,10.586,14.24733333,11.997,260095986,127004179.0
191,Rango,135000000,74.386,7.2,256164,107,"Action,Adventure,Animation",88.0,69.0,PG,3/4/2011,20.0,42.25,4.916,2.569333333,22.7572,245724603,123477607.0
192,The Girl with the Dragon Tattoo,90000000,19.971,7.8,453469,158,"Crime,Drama,Mystery",86.0,86.0,R,3/19/2010,142.0,72.125,14.849,1.82525,14.4094,232617430,10095170.0
193,The Green Hornet,120000000,19.6,5.8,159609,119,"Action,Comedy,Crime",44.0,43.0,PG-13,1/14/2011,32.0,49.375,6.112,10.182,15.751800000000003,227817248,98780042.0
194,Immortals,75000000,31.409,6.0,166785,110,"Action,Drama,Fantasy",49.0,49.0,R,11/11/2011,38.0,37.375,2.572,2.324666667,23.269800000000004,226904017,83504017.0
195,Green Lantern,200000000,111.634,5.5,280813,114,"Action,Adventure,Sci-Fi",26.0,45.0,PG-13,6/17/2011,24.0,45.25,5.754,6.8965,22.4584,219851172,116601172.0
196,The Help,25000000,193.927,8.1,447542,146,Drama,76.0,89.0,PG-13,8/10/2011,11.0,60.875,9.105,4.141333333,20.8442,216639112,169708112.0
197,Bad Teacher,20000000,35.082,5.7,201254,92,"Comedy,Romance",45.0,36.0,R,6/24/2011,29.0,56.375,5.916,3.3435,12.256,216197492,100292856.0
198,Just Go with It,80000000,126.485,6.4,238119,117,"Comedy,Romance",19.0,59.0,PG-13,2/11/2011,27.0,48.875,8.054,11.071,14.663400000000001,214945591,103028109.0
199,Battle Los Angeles,70000000,141.66,5.7,178889,116,"Action,Sci-Fi",37.0,48.0,PG-13,3/11/2011,37.0,45.5,2.168,6.071,10.432599999999999,211819354,83552429.0
200,Horrible Bosses,35000000,47.076,6.9,441017,98,"Comedy,Crime",69.0,70.0,R,7/8/2011,23.0,33.125,4.45,2.402,15.1388,209838559,117538559.0
201,Paranormal Activity 3,5000000,73.234,5.8,94086,83,"Horror,Mystery",66.0,51.0,R,10/21/2011,26.0,36.125,0.0,4.103,5.7262,207039844,104028807.0
202,Gnomeo & Juliet,36000000,48.501,5.9,55281,84,"Adventure,Animation,Comedy",55.0,54.0,G,2/11/2011,31.0,41.875,8.151,2.082333333,19.511599999999998,193967670,99967673.0
203,Mr. Popper's Penguins,55000000,52.1,6.0,94942,94,"Comedy,Family,Fantasy",47.0,53.0,PG,6/17/2011,49.0,55.5,4.04,3.532,19.940800000000003,187361754,68224452.0
204,Hugo,170000000,27.517,7.5,318539,126,"Adventure,Drama,Family",93.0,78.0,PG,11/23/2011,68.0,80.5,21.503,29.6465,22.8068,185770160,73864507.0
205,Hop,63000000,33.253,5.4,33553,95,"Adventure,Animation,Comedy",24.0,53.0,PG,4/1/2011,25.0,84.625,4.967,2.311,14.4536,183953723,108085305.0
206,War Horse,66000000,26.744,7.2,155131,146,"Action,Adventure,Drama",75.0,74.0,PG-13,12/25/2011,96.0,44.0,29.221,16.0205,16.6376,177584879,79884879.0
207,The Descendants,20000000,31.142,7.3,239958,115,"Comedy,Drama",87.0,79.0,R,11/16/2011,82.0,63.25,5.558,2.676,18.044400000000003,177243185,82584160.0
208,Cowboys & Aliens,163000000,89.522,6.0,218086,119,"Action,Sci-Fi,Thriller",44.0,43.0,PG-13,7/29/2011,30.0,42.625,25.21,6.9568,16.808200000000003,174822325,100240551.0
209,In Time,40000000,134.511,6.7,399985,109,"Action,Sci-Fi,Thriller",37.0,51.0,PG-13,10/28/2011,92.0,83.375,4.432,2.760666667,27.081400000000002,173930596,37520095.0
210,Zookeeper,80000000,42.722,5.2,60695,102,"Comedy,Family,Fantasy",14.0,41.0,PG,7/8/2011,40.0,37.0,4.076,12.0548,16.709799999999998,169852759,80360843.0
211,The Muppets,45000000,34.132,7.1,91474,120,"Adventure,Comedy,Family",95.0,80.0,PG,11/23/2011,39.0,51.875,6.873,2.601,11.107600000000001,165184237,88631237.0
212,Limitless,27000000,99.046,7.4,558787,105,"Sci-Fi,Thriller",69.0,74.0,PG-13,3/18/2011,41.0,41.75,7.174,3.046333333,21.4558,161849455,79249455.0
213,Johnny English Reborn,45000000,63.707,6.3,128391,101,"Action,Adventure,Comedy",38.0,45.0,PG,10/21/2011,155.0,68.0,9.223,3.087333333,16.2884,160078586,8305970.0
214,Happy Feet Two,130000000,77.981,5.9,44353,117,"Adventure,Animation,Comedy",45.0,60.0,PG,11/18/2011,54.0,42.125,8.791,4.483666667,10.51,159196259,64006466.0
215,Final Destination 5,47000000,93.946,5.9,114071,92,"Action,Horror,Thriller",62.0,52.0,R,8/12/2011,76.0,41.125,7.932,0.8765,7.958799999999999,157887643,42587643.0
216,Tower Heist,75000000,56.53,6.2,141242,104,"Action,Comedy,Crime",68.0,48.0,PG-13,11/4/2011,42.0,38.125,3.416,11.29433333,10.2548,152930623,78046570.0
217,Midnight in Paris,17000000,23.188,7.7,414252,94,"Comedy,Fantasy,Romance",,,,5/20/2011,57.0,68.25,0.0,0.6,20.0516,151672318,56817045.0
218,I Am Number Four,50000000,42.269,6.1,235811,111,"Action,Adventure,Sci-Fi",33.0,57.0,PG-13,2/18/2011,59.0,49.0,5.081,16.464,15.390800000000002,149878437,55100437.0
219,Jack and Jill,79000000,57.304,3.3,83335,91,Comedy,3.0,36.0,PG,11/11/2011,47.0,36.75,8.054,12.03366667,16.8188,149673788,74158157.0
220,Friends with Benefits,35000000,65.364,6.6,360189,109,"Comedy,Romance",68.0,65.0,R,7/22/2011,58.0,56.25,5.607,2.8436,16.6492,149542245,55802754.0
221,No Strings Attached,25000000,103.159,6.2,226314,108,"Comedy,Romance",48.0,51.0,R,1/21/2011,48.0,41.75,13.345,5.573666667,15.5732,149228077,70662220.0
222,Arthur Christmas,10000000,22.612,7.1,58151,97,"Adventure,Animation,Comedy",92.0,76.0,PG,11/23/2011,70.0,53.5,2.711,2.08375,17.651,147419472,46462469.0
223,Source Code,32000000,58.202,7.5,509932,93,"Action,Drama,Mystery",92.0,82.0,PG-13,4/1/2011,60.0,48.0,4.913,2.383333333,20.6356,147332697,54712227.0
224,"Crazy, Stupid, Love.",50000000,41.74,7.4,506191,118,"Comedy,Drama,Romance",79.0,78.0,PG-13,7/29/2011,,35.25,0.0,15.088,22.6696,145051197,
225,New Year's Eve,56000000,26.288,5.6,85531,118,"Comedy,Romance",7.0,45.0,PG-13,12/9/2011,72.0,71.375,8.768,3.546,22.291400000000003,142044638,54544638.0
226,Contagion,60000000,37.167,6.8,299284,106,"Drama,Thriller",85.0,63.0,PG-13,9/9/2011,43.0,32.875,4.052,3.655,21.402,137551594,75658097.0
227,Unknown,30000000,114.269,6.8,259144,113,"Mystery,Thriller",55.0,55.0,PG-13,2/18/2011,52.0,57.375,5.806,1.816,18.466600000000003,135710029,63686397.0
228,The Artist,15000000,19.738,7.9,239126,100,"Comedy,Drama,Romance",,,,11/25/2011,169.0,78.25,15.264,15.264,13.678,133432856,44671682.0
229,We Bought a Zoo,50000000,21.941,7.1,141888,124,"Comedy,Drama,Family",65.0,71.0,PG,12/23/2011,88.0,60.75,1.654,2.183333333,19.980600000000003,120081841,75624550.0
230,Hankyu Railways - A 15-minute Miracle,0,2.458,6.7,224,119,Comedy,,,,0,,,15.264,15.264,6.1776,118799256,
231,Water for Elephants,38000000,13.06,6.9,115448,122,"Drama,Romance",60.0,70.0,PG-13,4/22/2011,55.0,48.0,5.18,1.387,13.767000000000001,117094902,58709717.0
232,The Iron Lady,13000000,11.696,6.4,108154,105,"Biography,Drama",52.0,51.0,PG-13,12/30/2012,105.0,64.875,4.096,1.4,8.7594,115890699,30017992.0
233,Moneyball,50000000,20.536,7.6,408158,133,"Biography,Drama,Sport",94.0,86.0,PG-13,9/23/2011,44.0,41.375,1.388,13.55533333,19.7452,110206216,75605492.0
234,Insidious,1500000,108.132,6.8,299575,103,"Horror,Mystery,Thriller",66.0,62.0,PG-13,4/1/2011,63.0,40.75,13.692,3.335,19.273000000000003,99557032,54009150.0
235,Justin Bieber: Never Say Never,13000000,9.94,1.7,76210,105,"Documentary,Music",65.0,65.0,G,2/11/2011,45.0,62.5,3.356,3.135333333,3.1491999999999996,99036827,73013910.0
236,Paul,40000000,92.525,7.0,248618,104,"Adventure,Comedy,Sci-Fi",70.0,62.0,R,3/18/2011,86.0,93.5,5.082,3.537333333,15.7322,97984015,37412945.0
237,Scream 4,40000000,61.792,6.2,145348,111,"Horror,Mystery",61.0,56.0,R,4/15/2011,83.0,44.625,7.502,7.2815,18.7536,97231420,38180928.0
238,The Rite,37000000,91.94,6.0,96592,114,"Drama,Horror,Mystery",21.0,40.0,PG-13,1/28/2011,102.0,39.0,3.485,2.0455,20.6056,96560591,33047633.0
239,Dolphin Tale,37000000,11.78,6.8,24024,113,"Drama,Family",82.0,80.0,PG,9/23/2011,46.0,43.875,12.669,2.204333333,11.6082,95932565,72286779.0
240,Rien à déclarer,28000000,8.036,6.4,14209,108,Comedy,,,,0,,,15.264,15.264,3.4218,93811164,
241,Season of the Witch,40000000,93.068,5.4,93497,95,"Action,Adventure,Fantasy",67.0,22.0,R,1/7/2011,112.0,,2.787,0.0,15.515200000000002,91627228,24827228.0
242,Red Riding Hood,42000000,30.444,5.4,111368,100,"Fantasy,Horror,Mystery",10.0,39.0,PG-13,3/11/2011,85.0,46.25,3.8,10.55066667,20.6492,90260376,37662162.0
243,Sucker Punch,82000000,104.848,6.1,240456,110,"Action,Adventure,Fantasy",,27.0,R,3/25/2011,95.0,36.875,0.98,15.264,16.538600000000002,89792502,36392502.0
244,The Inbetweeners,4478250,15.587,6.7,81989,97,Comedy,54.0,70.0,R,9/7/2012,,83.5,3.08,4.091,4.599600000000001,88823111,
245,The Lincoln Lawyer,40000000,16.498,7.3,230775,118,"Crime,Drama,Mystery",83.0,82.0,R,3/18/2011,56.0,44.625,7.239,1.5054,19.0028,86752352,58009200.0
246,Hall Pass,36000000,40.493,5.9,124799,105,"Comedy,Romance",33.0,40.0,R,2/25/2011,71.0,39.125,0.0,6.778666667,25.708800000000004,86157237,45060734.0
247,Spy Kids 4: All the Time in the World,27000000,35.755,3.5,25015,89,"Action,Adventure,Animation",,,,8/19/2011,81.0,40.875,15.264,15.264,9.219800000000001,85564310,38538188.0
248,J. Edgar,35000000,18.064,6.5,127480,137,"Biography,Drama,Romance",43.0,44.0,R,11/9/2011,94.0,54.125,31.857,14.06633333,19.0234,84920539,37306030.0
249,"Big Mommas: Like Father, Like Son",32000000,76.82,4.4,27205,107,"Action,Comedy,Crime",5.0,58.0,PG-13,2/18/2011,,43.125,4.67,7.5555,13.4184,83615414,
250,Abduction,35000000,24.916,5.1,79905,106,"Action,Mystery,Thriller",,20.0,,9/23/2011,107.0,49.125,10.529,0.776,19.4184,82087155,28087155.0
251,Tinker Tailor Soldier Spy,30000000,19.785,7.0,198894,127,"Drama,Mystery,Thriller",84.0,65.0,R,12/9/2011,179.0,63.125,3.777,3.057333333,26.012999999999998,81244605,24149393.0
252,Priest,60000000,26.607,5.7,119108,87,"Action,Adventure,Fantasy",15.0,46.0,PG-13,5/13/2011,105.0,63.125,0.896,4.113,15.980399999999998,78309505,29137000.0
253,Drive,15000000,78.576,7.8,614112,100,"Action,Drama",93.0,79.0,R,9/16/2011,100.0,90.75,5.665,2.0206,26.5054,78054825,35061555.0
254,The Ides of March,12500000,14.559,7.1,221179,101,"Drama,Thriller",84.0,73.0,R,10/7/2011,77.0,39.0,20.544,9.975666667,17.905800000000003,76338111,40962534.0
255,The Mechanic,40000000,35.454,6.5,158850,93,"Action,Crime,Thriller",53.0,51.0,R,1/28/2011,106.0,42.75,4.522,1.869333333,22.289400000000004,76130093,29121498.0
256,The Change-Up,52000000,70.745,6.3,179664,112,"Comedy,Fantasy",25.0,47.0,R,8/5/2011,90.0,55.875,8.448,9.315,22.828000000000003,75450437,37081475.0
257,Larry Crowne,30000000,11.872,6.1,66895,98,"Comedy,Drama,Romance",37.0,41.0,PG-13,7/1/2011,97.0,42.125,26.792,17.041,20.567,75055070,35608245.0
258,Diary of a Wimpy Kid: Rodrick Rules,21000000,35.59,6.6,30329,100,"Comedy,Family",47.0,62.0,PG,3/25/2011,65.0,35.0,3.647,2.6065,18.0628,72526996,52698535.0
259,The Dilemma,70000000,9.797,5.3,53830,111,"Comedy,Drama",24.0,29.0,PG-13,1/14/2011,69.0,41.375,9.634,8.765666667,24.2366,69721966,48475290.0
260,Something Borrowed,35000000,27.548,5.8,61849,112,"Comedy,Drama,Romance",15.0,48.0,PG-13,5/6/2011,80.0,43.125,1.524,5.842333333,15.033800000000003,65100369,39046489.0
261,The Darkest Hour,30000000,21.005,4.9,60850,89,"Action,Adventure,Horror",12.0,25.0,PG-13,12/25/2011,141.0,43.375,0.84,5.6665,17.778,64626786,21443494.0
262,Hanna,30000000,19.185,6.8,197165,111,"Action,Adventure,Drama",71.0,66.0,PG-13,4/8/2011,78.0,68.625,9.492,1.535,16.430199999999996,63782078,40259119.0
263,Conan the Barbarian,90000000,98.584,5.1,98368,113,"Action,Adventure,Fantasy",25.0,30.0,R,8/19/2011,122.0,46.5,3.862,3.006625,21.9388,63523283,21295021.0
264,Colombiana,40000000,94.43,6.4,100270,108,"Action,Drama,Thriller",27.0,67.0,PG-13,8/26/2011,93.0,73.875,3.334,6.143,15.6778,63458440,36665854.0
265,From Up on Poppy Hill,22000000,20.506,7.4,42196,91,"Animation,Comedy,Drama",86.0,79.0,PG,3/15/2013,,46.0,5.116,1.741,9.1844,61459425,
266,What a Beautiful Day,6000000,6.785,6.3,5491,97,Comedy,,,,0,,,15.264,15.264,2.1727999999999996,60661950,
267,One Day,15000000,35.871,7.0,149853,107,"Drama,Romance",36.0,49.0,PG-13,8/19/2011,136.0,74.625,2.98,2.36,14.872799999999998,59389433,13843771.0
268,The Tree of Life,32000000,20.376,6.8,175000,139,"Drama,Fantasy",84.0,60.0,PG-13,5/27/2011,138.0,54.5,3.704,8.3928,11.959999999999999,58409247,13303319.0
269,Beginning of the Great Revival,0,6.337,2.9,6226,140,"Drama,History",25.0,28.0,,0,,,0.0,15.264,12.8846,58309289,
270,Killer Elite,66000000,63.456,6.4,128669,116,"Action,Crime,Thriller",28.0,42.0,R,9/23/2011,111.0,47.125,1.224,1.91675,24.6832,57777106,25124966.0
271,Silent Hill: Revelation,20000000,37.241,4.9,62924,95,"Horror,Mystery,Thriller",10.0,35.0,R,10/26/2012,125.0,52.25,10.404,1.6635,17.1218,55362705,17529157.0
272,Extremely Loud & Incredibly Close,40000000,14.7,6.9,101116,129,"Adventure,Drama,Mystery",45.0,61.0,PG-13,12/25/2012,102.0,43.25,4.667,0.759,18.7686,55247881,31847881.0
273,Madea's Big Happy Family,25000000,13.728,4.7,8058,106,"Comedy,Drama",38.0,74.0,PG-13,4/22/2011,64.0,30.25,6.343,3.337,6.1948,54161287,53345287.0
274,A Ghost of a Chance,0,0.83,6.6,42,50,"Drama,Family",,,,0,,,0.766,0.828,3.1126,53982636,
275,War of the Arrows,8000000,57.216,7.2,11910,122,"Action,Adventure",,,,0,,,15.264,15.264,6.8584000000000005,50587661,
276,Kokowääh,5650000,9.854,6.3,9791,126,Comedy,,63.0,,0,,,14.277,15.264,5.3554,50447784,
277,Winnie the Pooh,30000000,25.09,7.2,24385,63,"Adventure,Animation,Comedy",90.0,80.0,G,7/15/2011,109.0,57.125,0.0,2.192,7.7266,49871429,26692846.0
278,Arthur,40000000,32.207,5.7,51768,110,"Comedy,Romance",26.0,44.0,PG-13,4/8/2011,103.0,81.75,7.266,1.7355,15.362199999999998,48147945,33035397.0
279,Soul Surfer,18000000,70.505,7.0,48870,112,"Biography,Drama,Family",46.0,75.0,PG,4/8/2011,73.0,52.125,7.761,3.07,12.3006,47120948,43853424.0
280,Beastly,17000000,16.386,5.5,77379,86,"Drama,Fantasy,Romance",21.0,48.0,PG-13,3/4/2011,108.0,55.5,1.286,2.066,12.412400000000002,43202283,27865571.0
281,Detective Conan: Quarter of Silence,0,12.768,6.7,1553,109,"Action,Adventure,Animation",,,,0,,,15.264,15.264,6.1018,42808575,
282,Born to Be Wild,0,4.28,7.5,3047,40,"Adventure,Documentary,Short",,,,4/8/2011,133.0,53.625,0.859,15.264,,41644475,25978556.0
283,Shark Night,28000000,19.711,4.0,25852,90,"Horror,Thriller",18.0,22.0,PG-13,9/2/2011,126.0,40.625,6.923,2.099666667,12.041599999999999,41363927,18877153.0
284,50/50,8000000,33.66,7.6,326534,100,"Comedy,Drama,Romance",93.0,88.0,R,9/30/2011,98.0,44.625,3.191,12.175,19.496,41097853,35014192.0
285,Fright Night,9000000,19.718,7.1,68076,106,"Fantasy,Horror",72.0,59.0,R,8/19/2011,127.0,40.25,4.636,4.2655,8.753400000000001,41002607,18302607.0
286,Drive Angry,50000000,40.895,5.4,97941,104,"Action,Fantasy,Thriller",48.0,37.0,R,2/25/2011,145.0,55.875,3.465,3.17,23.512,40909909,10721033.0
287,30 Minutes or Less,28000000,59.899,6.1,99236,83,"Action,Comedy,Crime",45.0,40.0,R,8/12/2011,91.0,45.125,16.871,6.349,15.104600000000001,40662632,37053924.0
288,Gantz,0,40.465,6.4,7731,130,"Action,Horror,Sci-Fi",,58.0,,0,,,5.113,1.553,5.766399999999999,40568961,
289,The Roommate,16000000,14.249,4.8,38323,94,Thriller,3.0,27.0,PG-13,2/4/2011,87.0,44.125,0.771,3.244,11.4168,52545707,37300000.0
290,SP: The Motion Picture II,0,0.689,6.6,98,129,Drama,,,,0,,,15.264,15.264,5.224,40255101,
291,Dream House,50000000,15.199,6.0,66257,92,"Drama,Mystery,Thriller",,,,9/30/2011,121.0,43.5,0.98,1.4,19.019799999999996,39984400,21302340.0
292,Monte Carlo,20000000,45.901,5.8,44196,109,"Adventure,Comedy,Family",40.0,49.0,PG,7/1/2011,117.0,67.375,1.285,8.82425,12.0826,39782683,23186769.0
293,Eiga Kaibutsukun,0,1.8,5.2,54,103,"Adventure,Comedy,Fantasy",,,,0,,,15.264,15.264,4.1272,39766344,
294,Mars Needs Moms,150000000,36.178,5.4,22261,88,"Action,Adventure,Animation",37.0,40.0,PG,3/11/2011,120.0,49.875,3.432,5.232,16.69,39233678,21392758.0
295,Don't Be Afraid of the Dark,25000000,29.924,5.5,48503,99,"Fantasy,Horror,Thriller",71.0,58.0,,8/26/2011,115.0,45.375,3.109,0.6,13.2606,38269529,24046682.0
296,Jumping the Broom,6600000,11.984,5.7,10771,112,"Comedy,Drama",58.0,58.0,PG-13,5/6/2011,89.0,35.875,1.752,0.8848,13.529,38158601,37295394.0
297,One for the Money,40000000,13.127,5.3,42208,91,"Action,Comedy,Crime",2.0,42.0,PG-13,1/27/2012,110.0,50.375,1.329,0.9085,10.6834,38080789,26414527.0
298,The Eagle,25000000,18.161,6.2,69324,114,"Action,Adventure,Drama",39.0,41.0,PG-13,2/11/2011,125.0,64.875,3.906,1.94,17.5286,37989684,19490041.0
299,A Very Harold & Kumar Christmas,19000000,38.89,6.3,69148,90,"Adventure,Comedy",68.0,59.0,R,11/4/2011,99.0,31.125,0.6,1.4,12.9528,36192775,35061031.0
300,Ra.One,0,10.26,4.9,40685,156,"Action,Adventure,Sci-Fi",,,,10/26/2011,192.0,30.5,15.264,15.264,8.0858,35911689,2511689.0
301,Courageous,1000000,80.833,6.9,20454,130,Drama,36.0,86.0,PG-13,9/30/2011,101.0,42.5,3.808,0.98,1.8738,35185884,34522221.0
302,My Week with Marilyn,6400000,16.901,7.0,86400,99,"Biography,Drama",84.0,71.0,R,11/23/2011,153.0,71.625,4.541,4.2515,23.7892,35057696,14600347.0
303,The Sitter,25000000,17.095,5.6,70384,81,Comedy,22.0,39.0,R,12/9/2011,110.0,43.75,4.231,7.372,9.783,34942188,30441326.0
304,Jane Eyre,0,18.821,7.3,86711,120,"Drama,Romance",84.0,76.0,PG-13,3/11/2011,144.0,50.875,8.918,2.384,15.667000000000002,34710627,11242660.0
305,The Skin I Live In,13000000,41.344,7.6,149454,120,"Drama,Horror,Thriller",81.0,84.0,R,10/14/2011,185.0,34.75,6.799,2.3205,8.1554,33750478,3185812.0
306,Gantz: Perfect Answer,0,34.458,6.2,4295,141,"Action,Horror,Mystery",,50.0,,0,,,5.113,1.553,7.3506,33672515,
307,Detective K: Secret of Virtuous Widow,0,9.037,6.2,1009,115,"Action,Comedy,Crime",,,,0,,,15.264,15.264,8.125200000000001,32358664,
