,Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic,Score
607,Suck Me Shakespeer,5000000,12.875,6.9,28682,119,Comedy,,,,0,,,15.264,15.264,11.3846,77676735,,
608,The Book Thief,0,23.814,7.5,133635,131,"Drama,War",48.0,73.0,PG-13,11/8/2013,121.0,61.625,7.159,1.4875,11.5512,76586316,21488481.0,-0.2946695096
609,Escape from Planet Earth,40000000,24.784,5.9,25592,89,"Adventure,Animation,Comedy",,,PG,2/15/2013,62.0,31.125,15.264,15.264,14.9766,74597643,57012977.0,0.9513803049
610,August: Osage County,25000000,10.619,7.2,89313,121,"Comedy,Drama",67.0,65.0,R,12/27/2014,85.0,60.5,3.117,7.9715,16.2228,74188937,37738810.0,0.5298346513
611,The Best Man Holiday,17000000,10.195,6.6,15715,123,"Comedy,Drama",70.0,83.0,R,11/15/2013,51.0,34.0,9.21,5.305,14.3856,72835710,70525195.0,0.9342158043
612,The Counselor,25000000,17.534,5.4,100233,117,"Crime,Drama,Thriller",34.0,23.0,R,10/25/2013,127.0,44.125,10.645,4.075,21.5534,71009334,16973715.0,0.1262433053
613,Sole a catinelle,8000000,7.362,6.3,6208,87,Comedy,,,,0,,,15.264,15.264,2.2304,69903094,,
614,The Call,13000000,55.731,6.7,119376,96,"Crime,Drama,Horror",44.0,65.0,R,3/15/2013,68.0,79.75,9.197,1.0284,13.7596,68572631,51872378.0,0.3993031359
615,One Direction: This Is Us,10000000,21.761,4.5,24296,92,"Documentary,Music",63.0,79.0,PG,8/30/2013,96.0,56.125,5.846,4.096,5.9064000000000000,68532898,28873374.0,0.9071775499
616,Stalingrad,0,20.022,7.5,34522,134,"Drama,War",50.0,41.0,R,0,,,5.593,2.765,7.0358,68316452,,
617,Thunder and the House of Magic,34000000,25.244,6.2,6696,85,"Adventure,Animation,Comedy",73.0,54.0,,9/5/2014,,45.5,0.0,2.4886,2.4638000000000000,64197205,,-0.2994350282
618,The Grandmaster,3860000,22.694,6.5,33857,130,"Action,Biography,Drama",78.0,59.0,PG-13,8/23/2013,155.0,49.125,0.6,1.96,10.9434,64076736,6594959.0,0.3325242718
619,Side Effects,30000000,10.901,7.1,186934,106,"Crime,Drama,Mystery",81.0,70.0,R,2/8/2013,91.0,88.25,4.052,3.526333333,18.3444,63414135,32172757.0,0.1780821918
620,The Host,44000000,32.307,5.8,114135,125,"Action,Adventure,Drama",25.0,76.0,R,3/29/2013,101.0,93.375,1.4,0.0,18.0372,63365859,26627201.0,0.3916049383
621,Runner Runner,30000000,13.163,5.6,63071,88,"Crime,Thriller",7.0,33.0,R,10/4/2013,117.0,84.5,7.239,6.651857143,15.839800000000000,62675095,19316646.0,0.3502466526
622,The Face Reader,0,7.569,6.8,2410,140,"Drama,History",,74.0,,10/4/2013,,54.5,3.454,0.0,14.690000000000000,61559184,,0.7805486284
623,The Legend of Hercules,70000000,30.932,4.2,54270,99,"Action,Adventure,Fantasy",5.0,33.0,PG-13,1/10/2014,120.0,39.625,15.945,8.0345,13.4196,61279452,18848538.0,0.3512906846
624,Kick-Ass 2,28000000,66.361,6.5,267703,103,"Action,Comedy,Crime",32.0,57.0,R,8/16/2013,97.0,49.25,5.646,5.9995,22.786,60795985,28795985.0,0.497716895
625,A Haunted House,2500000,104.676,5.0,46288,86,"Comedy,Fantasy,Horror",9.0,51.0,R,1/11/2013,81.0,45.875,0.6,5.5595,8.953800000000000,60159584,40041683.0,-0.5367521368
626,Beautiful Creatures,60000000,33.756,6.1,87138,124,"Drama,Fantasy,Romance",47.0,54.0,PG-13,2/14/2013,116.0,59.5,5.34,3.869,10.757,60052138,19452138.0,0.878238342
627,Snitch,35000000,38.811,6.4,87505,112,"Action,Drama,Thriller",57.0,61.0,PG-13,2/22/2013,78.0,48.25,6.795,6.904,19.3196,57824674,42930462.0,-0.1166875784
628,The Physician,36000000,22.067,7.2,39053,155,"Adventure,Drama,History",,73.0,R,12/5/2014,,82.5,2.381,15.264,13.9522,57284237,,0.1030534351
629,Firestorm,19000000,8.653,4.7,3976,89,"Action,Thriller",,47.0,,0,,,1.646,15.264,7.2702,55754766,,
630,Dallas Buyers Club,5000000,18.039,8.0,475182,117,"Biography,Drama",92.0,91.0,R,11/1/2013,131.0,37.125,2.732,1.419,28.3556,55736588,27298285.0,0.5011583012
631,A Madea Christmas,47000000,8.631,4.9,6353,100,"Comedy,Drama,Romance",,,,12/13/2013,73.0,39.5,15.264,15.264,9.037,53396635,52543354.0,0.6715447154
632,Temptation: Confessions of a Marriage Counselor,0,13.115,5.0,11870,111,"Drama,Romance,Thriller",,,,3/29/2013,67.0,41.75,15.264,15.264,11.4608,53143144,51975354.0,0.5230769231
633,Delivery Man,26000000,22.266,6.3,78258,105,"Comedy,Drama",40.0,47.0,PG-13,11/22/2013,95.0,46.0,1.909,1.012,19.5926,53120346,30664106.0,0.3822450477
634,Dragon Ball Z: Battle of Gods,0,240.598,7.2,27683,85,"Action,Adventure,Animation",88.0,80.0,,8/5/2014,198.0,46.875,3.08,15.264,6.413000000000000,50461371,2553002.0,-0.3445034736
635,The Berlin File,9000000,9.789,6.6,7120,121,"Action,Thriller",43.0,58.0,,2/15/2013,,38.125,4.815,0.0,11.6666,48972848,,0.5868372943
636,Her,23000000,31.562,8.0,588230,126,"Drama,Romance,Sci-Fi",94.0,82.0,R,12/18/2014,106.0,90.25,9.235,5.910666667,22.013,48517427,25568251.0,0.2348565356
637,Homefront,22000000,40.629,6.5,118278,100,"Action,Crime,Thriller",42.0,61.0,R,11/27/2013,114.0,59.375,5.317,14.72366667,25.799200000000000,48449416,20158898.0,0.4717330862
638,The Last Stand,30000000,20.477,6.3,137987,107,"Action,Thriller,Western",61.0,53.0,R,1/18/2013,140.0,44.625,7.389,2.182,14.844800000000000,48330757,12050299.0,0.4140480591
639,21 & Over,13000000,25.647,5.8,74113,93,Comedy,27.0,46.0,R,3/1/2013,103.0,52.75,0.0,2.1695,8.5884,48065672,25682380.0,0.522923588
640,Tiny Times 2.0,0,6.77,3.4,1087,113,"Comedy,Drama,Romance",,27.0,,0,,,5.582,4.466,6.601000000000000,47289937,,
641,The Place Beyond the Pines,15000000,15.854,7.3,262224,140,"Crime,Drama,Thriller",78.0,75.0,R,3/29/2013,113.0,58.625,1.216,1.11775,19.1168,47052899,21403519.0,0.5477214101
642,Parker,35000000,64.262,6.2,121453,118,"Action,Crime,Thriller",40.0,48.0,R,1/25/2013,123.0,86.875,5.666,2.1884,21.183200000000000,46922566,17616641.0,0.3540759179
643,The Big Wedding,35000000,12.655,5.6,49444,90,"Comedy,Drama,Romance",7.0,40.0,R,4/26/2013,109.0,45.125,1.675,1.8896,24.004,46522137,21819348.0,0.601754386
644,Badges of Fury,0,11.637,4.6,2896,98,"Action,Comedy,Crime",,23.0,,0,,,0.0,0.6,12.7494,46495296,,
645,The World's End,20000000,34.74,7.0,275591,109,"Comedy,Sci-Fi",89.0,71.0,R,8/23/2013,102.0,36.25,31.091,3.537333333,15.310400000000000,46089287,26004851.0,0.4932614555
646,Grudge Match,40000000,24.073,6.4,60091,113,"Comedy,Drama,Sport",31.0,46.0,PG-13,12/25/2013,128.0,40.625,5.603,3.4382,21.912,44907260,29807260.0,0.5713319811
647,The White Storm,0,8.652,6.6,2541,140,"Action,Crime,Thriller",,60.0,R,0,,,1.543,15.264,7.030800000000000,44670277,,
648,Tarzan,130000000,99.064,7.3,219557,88,"Adventure,Animation,Comedy",20.0,33.0,PG,5/9/2014,,77.5,1.62,2.2115,7.852000000000000,448191819,,0.4121532365
649,Secretly Greatly,0,7.557,6.9,4311,124,"Action,Comedy,Drama",,,,0,,,15.264,15.264,5.8772,43447199,,
650,"The Chef, The Actor, The Scoundrel",0,3.188,5.6,688,108,"Action,Comedy,Drama",,50.0,,0,,,2.391,0.6,7.6298,44400000,,
651,Doraemon: Nobita's Secret Gadget Museum,0,6.84,7.0,796,100,"Action,Adventure,Animation",,,,0,,,15.264,15.264,8.4048,42770271,,
652,Jobs,12000000,15.275,6.0,97446,128,"Biography,Drama",28.0,40.0,PG-13,8/16/2013,129.0,88.125,1.176,0.888,14.208400000000000,42128352,16131410.0,0.5165876777
653,No Man's Land,8000000,10.639,6.1,4749,107,"Crime,Drama,Thriller",38.0,72.0,PG-13,1/22/2021,,52.25,3.381,2.1646,10.4572,41807712,,-0.3423580786
654,Lupin III vs. Detective Conan: The Movie,0,24.441,6.4,899,107,"Action,Animation,Crime",,,,0,,,15.264,15.264,7.0936,41397727,,
655,Don Jon,3000000,32.098,6.6,237429,90,"Comedy,Drama,Romance",80.0,58.0,R,9/27/2013,105.0,45.75,18.141,1.502,18.1288,39439355,24477704.0,0.5678131084
656,Antoine and Sebastian,0,0.84,6.0,50,95,"Comedy,Drama",,,,0,,,15.264,15.264,6.0680000000000000,38719881,,
657,Cold Eyes,0,35.777,7.1,7554,119,"Action,Crime,Thriller",,,,0,,,15.264,15.264,12.5704,37795598,,
658,Detective Conan: Private Eye in the Distant Sea,0,21.292,6.5,1230,101,"Action,Adventure,Animation",,,,0,,,15.264,15.264,9.3574,36324232,,
659,Dügün Dernek,0,5.896,7.1,22220,106,Comedy,,,,0,,,1.623,1.312,2.499,36185741,,
660,The Terror Live,0,8.612,7.1,6928,97,"Action,Crime,Thriller",,73.0,,8/9/2013,,32.0,1.176,0.0,6.727000000000000,35659824,,-0.4359637775
661,Hide and Seek,30000000,32.444,5.9,84832,101,"Horror,Mystery",13.0,20.0,R,11/19/2021,,76.75,16.584,2.254333333,23.2378,127369981,,0.08952551477
662,Blind Detective,11000000,6.645,6.4,3243,130,"Action,Comedy,Crime",55.0,48.0,,0,,,7.825,4.2125,7.4554,34958596,,
663,Broken City,56000000,36.7,6.1,79616,109,"Action,Crime,Drama",28.0,40.0,R,1/18/2013,115.0,44.875,4.539,10.86583333,27.364000000000000,34737199,19701164.0,-0.5442812639
664,Inside Llewyn Davis,11000000,16.203,7.4,150860,104,"Comedy,Drama,Music",92.0,74.0,R,12/6/2013,167.0,79.875,0.0,5.690666667,21.413,32935319,13235319.0,0.5757180157
665,Mud,10000000,13.863,7.4,177358,130,Drama,97.0,80.0,PG-13,4/26/2013,110.0,74.75,3.699,1.307666667,14.8286,32613173,21590086.0,0.3349225268
666,Midsummer's Equation,0,4.157,6.6,1005,129,Mystery,,59.0,,0,,,2.941,0.98,7.456000000000000,32514549,,
667,Kevin Hart: Let Me Explain,0,9.831,6.7,8993,75,"Comedy,Documentary",61.0,72.0,R,7/3/2013,90.0,34.125,0.0,0.84,3.8686000000000000,32318051,32244051.0,0.5259082787
668,The After-Dinner Mysteries,0,2.371,6.0,280,121,Mystery,,,,0,,,15.264,15.264,6.2348,32160741,,
669,Underdogs,0,3.734,5.8,1012,102,"Drama,Family,Sport",,54.0,PG,11/1/2013,,56.375,1.606,1.396666667,8.333400000000000,31775719,,0.5290102389
670,Spring Breakers,5000000,15.668,5.3,140900,94,"Crime,Drama,Thriller",67.0,38.0,R,3/15/2013,135.0,68.0,3.965,1.04325,12.463,31724284,14124284.0,0.4042243263
671,101 Proposals,0,2.608,5.4,461,120,Romance,,,,0,,,15.264,15.264,7.3682,31283838,,
672,A Wedding Invitation,0,1.436,6.1,475,101,"Drama,Romance",,57.0,,0,,,1.585,1.943,4.4678,30665036,,
673,Silent Witness,0,2.727,5.8,512,89,"Crime,Drama",,,,0,,,15.264,15.264,11.66,29315945,,
674,Special ID,0,9.569,5.5,4199,99,"Action,Crime",56.0,26.0,R,3/7/2014,,75.375,0.6,10.8395,10.5458,29139936,,0.8571428571
675,Kokowääh 2,0,7.468,5.3,4005,122,Comedy,,,,0,,,15.264,15.264,6.3408,28811936,,
676,The Suspect,0,4.964,7.4,2260,85,"Drama,Thriller",,63.0,,0,,,0.6,0.6,4.6218,28674130,,
677,The Four 2,0,5.078,5.8,1180,118,"Action,Adventure",,,,0,,,15.264,15.264,11.0222,28599970,,
678,The Kiyosu Conference,0,2.913,6.4,623,138,"Comedy,History",,62.0,,0,,,1.799,6.56,5.7888,28338665,,
679,I Give It a Year,0,31.207,5.7,37088,97,"Comedy,Romance",51.0,38.0,R,8/9/2013,,67.375,8.837,2.56975,16.8618,29128433,,0.6033472803
680,Mandela: Long Walk to Freedom,35000000,12.672,7.1,27698,141,"Biography,Drama,History",62.0,68.0,PG-13,11/29/2013,166.0,70.5,3.165,1.762,9.3272,27985788,8323085.0,0.9717707442
681,Dark Skies,3500000,45.934,6.3,74935,97,"Horror,Sci-Fi,Thriller",41.0,49.0,PG-13,2/22/2013,125.0,44.0,0.896,6.007,9.5634,27858103,17418667.0,0.08156711625
682,Nebraska,12000000,10.258,7.7,116938,115,"Adventure,Comedy,Drama",90.0,83.0,R,11/15/2013,158.0,69.0,5.558,0.883,11.4624,27682872,17654912.0,0.4586466165
683,The Incredible Burt Wonderstone,30000000,15.455,5.9,73079,100,Comedy,38.0,33.0,PG-13,3/15/2013,108.0,40.75,3.694,7.423,18.961,27437881,22537881.0,0.7282958199
684,Khumba,20000000,26.658,5.7,6061,85,"Adventure,Animation,Family",44.0,44.0,,12/6/2013,,62.75,1.149,0.724,23.0572,27187375,,0.7219251337
685,You're Next,0,27.65,6.6,96707,95,"Horror,Thriller",79.0,60.0,R,8/23/2013,118.0,31.375,7.81,1.9955,4.328200000000000,26895481,18494006.0,0.4736297828
686,The Way Way Back,4600000,22.094,7.4,147591,103,"Comedy,Drama",83.0,84.0,PG-13,7/5/2013,112.0,81.75,0.0,1.161,16.511400000000000,26474920,21506546.0,0.3681528662
687,We Are the Nobles,2000000,47.461,7.3,9658,108,Comedy,,,,0,,,15.264,15.264,7.784600000000000,26433651,,
688,The Stolen Years,0,3.923,6.2,1267,111,Romance,,92.0,,9/11/1998,,,3.069,1.8345,2.8184,26249553,,
689,One Night Surprise,0,1.738,5.5,401,106,"Comedy,Romance",,17.0,,0,,,15.264,15.264,8.2214,26220159,,
690,Platinum Data,0,4.839,5.7,520,133,"Mystery,Sci-Fi",,50.0,,0,,,7.441,15.264,5.8546,26052718,,
691,Gekijouban SPEC: Kurôzu - Zen no hen,0,4.773,5.1,185,\N,Action,,,,0,,,15.264,15.264,7.735200000000000,25860404,,
692,Enough Said,0,9.829,7.0,62295,93,"Comedy,Drama,Romance",95.0,75.0,PG-13,9/18/2013,124.0,42.25,10.83,1.6585,11.6046,25288872,17550872.0,0.4366972477
693,The Last Exorcism Part II,5000000,27.315,4.0,16276,88,"Horror,Thriller",15.0,26.0,PG-13,3/1/2013,133.0,40.25,1.632,4.637,9.652,25051865,15179302.0,-0.1537622683
694,"Me, Myself and Mum",10735974,7.873,6.6,7647,85,Comedy,83.0,67.0,,0,,,2.72,1.25525,7.4532,24991467,,
695,The Tale of The Princess Kaguya,49300000,17.773,8.0,44749,137,"Animation,Drama,Family",100.0,90.0,PG,10/17/2014,,35.125,5.153,2.028,4.4162,24434485,,0.6638418079
696,Trance,20000000,12.32,6.9,113295,101,"Crime,Drama,Mystery",68.0,62.0,R,4/5/2013,195.0,75.375,6.737,2.278,14.533600000000000,24261569,2328743.0,0.5975526852
697,The Railway Man,18000000,13.016,7.1,39779,116,"Biography,Drama,Romance",66.0,68.0,R,4/11/2014,167.0,52.125,2.453,1.353,16.311600000000000,24174885,4438438.0,0.2877263581
698,Out of Inferno,0,6.038,5.7,857,107,"Action,Adventure,Drama",,40.0,PG-13,0,,,0.0,15.264,7.616600000000000,24109886,,
699,Bring Happiness Home,0,0.742,3.1,41,84,"Adventure,Comedy,Family",,,,0,,,15.264,15.264,4.0088,23980000,,
700,Baggage Claim,8500000,12.152,5.1,9221,96,"Comedy,Romance",15.0,48.0,PG-13,9/27/2013,111.0,34.0,1.98,1.41,10.7948,22871096,21569509.0,
701,Transformers: Age of Extinction,210000000,131.195,5.6,309575,165,"Action,Adventure,Sci-Fi",17.0,50.0,PG-13,6/27/2014,5.0,41.75,16.464,2.1495,22.7896,1104054072,245439076.0,0.1775700935
702,The Hobbit: The Battle of the Five Armies,250000000,207.455,7.4,511310,144,"Adventure,Fantasy",59.0,74.0,PG-13,12/17/2014,14.0,66.5,14.177,5.736,17.308600000000000,956019788,255119788.0,-0.848398865
703,Maleficent,180000000,117.279,7.0,366975,97,"Adventure,Family,Fantasy",54.0,70.0,PG,5/30/2014,6.0,41.5,1.361,5.184,13.786,758539785,241410378.0,0.4755944931
704,The Hunger Games: Mockingjay - Part 1,125000000,157.103,6.6,443036,123,"Action,Adventure,Sci-Fi",69.0,71.0,PG-13,11/21/2014,2.0,43.875,5.18,2.535,16.2316,755356711,337135885.0,-0.6921212121
705,X-Men: Days of Future Past,250000000,101.74,8.0,694929,132,"Action,Adventure,Sci-Fi",90.0,91.0,PG-13,5/23/2014,7.0,41.0,11.971,6.80175,24.294400000000000,747862775,233921534.0,0.5404255319
706,Captain America: The Winter Soldier,170000000,81.81,7.8,810506,136,"Action,Adventure,Sci-Fi",90.0,92.0,PG-13,4/4/2014,3.0,56.75,0.0,11.621,25.662,714766572,259766572.0,0.5253093363
707,Dawn of the Planet of the Apes,170000000,119.775,7.6,432094,130,"Action,Adventure,Drama",90.0,88.0,PG-13,7/11/2014,8.0,35.125,20.631,5.72775,18.094800000000000,710644566,208545589.0,0.6051779935
708,The Amazing Spider-Man 2,200000000,254.029,6.6,479664,142,"Action,Adventure,Sci-Fi",51.0,64.0,PG-13,5/2/2014,10.0,66.375,7.358,5.4945,23.0208,708982323,202853933.0,0.9742558327
709,Interstellar,165000000,174.67,8.7,1713462,169,"Adventure,Drama,Sci-Fi",72.0,86.0,PG-13,11/5/2014,15.0,34.375,15.857,10.14866667,19.1852,701729206,188020017.0,0.4357239513
710,Big Hero 6,165000000,259.761,7.8,445202,102,"Action,Adventure,Animation",90.0,91.0,PG,11/7/2014,9.0,36.625,0.0,3.186,11.8306,657827828,222527828.0,0.8511298183
711,How to Train Your Dragon 2,145000000,100.568,7.8,325701,102,"Action,Adventure,Animation",91.0,89.0,PG,6/13/2014,16.0,47.25,0.0,1.153,15.385,621537519,177002924.0,0.3831168831
712,American Sniper,58800000,125.769,7.3,471941,133,"Action,Biography,Drama",72.0,84.0,R,12/25/2015,6.0,59.625,31.857,15.4872,15.3828,547426372,350126372.0,0.3662667608
713,Rio 2,103000000,81.539,6.3,88034,101,"Adventure,Animation,Comedy",48.0,58.0,G,4/11/2014,22.0,66.75,2.712,1.933,28.2886,500188435,131538435.0,0.793006993
714,Teenage Mutant Ninja Turtles,125000000,174.86,5.8,208474,101,"Action,Adventure,Comedy",21.0,50.0,PG-13,8/8/2014,13.0,43.25,2.168,4.825666667,15.2148,485004754,191204754.0,0.6107526882
715,The Lego Movie,60000000,51.161,7.7,344227,100,"Action,Adventure,Animation",90.0,80.0,PG,2/7/2014,4.0,55.875,4.984,4.3585,18.4508,469160692,257760692.0,0.6638214051
716,Lucy,40000000,99.088,6.4,481483,89,"Action,Sci-Fi,Thriller",67.0,47.0,R,7/25/2014,23.0,54.25,8.055,2.169,16.8022,458863600,126663600.0,0.3691442848
717,Penguins of Madagascar,132000000,131.386,6.7,88127,92,"Adventure,Animation,Comedy",74.0,63.0,PG,11/26/2014,43.0,45.5,0.0,0.9625,7.436600000000000,373552094,83850911.0,0.6282051282
718,Edge of Tomorrow,178000000,76.451,7.9,652380,113,"Action,Adventure,Sci-Fi",,,,6/6/2014,31.0,52.875,0.0,0.6,20.516,370541256,100206256.0,0.5131761442
719,Gone Girl,61000000,53.99,8.1,945044,149,"Drama,Mystery,Thriller",87.0,87.0,R,10/3/2014,17.0,37.375,14.849,6.32825,19.4188,369330363,167767189.0,0.4329958309
720,Night at the Museum: Secret of the Tomb,127000000,51.337,6.2,118557,98,"Adventure,Comedy,Family",47.0,57.0,PG,12/19/2014,46.0,37.875,33.013,21.2905,18.2318,363204635,113746621.0,0.7645429363
721,Noah,125000000,132.902,5.8,252302,138,"Action,Adventure,Drama",,,,3/28/2014,29.0,45.625,15.264,15.264,36.2566,362637473,101200044.0,0.4240631164
722,The Maze Runner,34000000,278.367,6.8,451250,113,"Action,Mystery,Sci-Fi",65.0,68.0,PG-13,9/19/2014,28.0,47.375,6.836,3.217,17.1342,348319861,102427862.0,0.6060377358
723,300: Rise of an Empire,110000000,79.852,6.2,296244,102,"Action,Drama",45.0,51.0,R,3/7/2014,27.0,38.25,5.563,4.8262,17.9314,337580051,106580051.0,0.4743833017
724,22 Jump Street,50000000,88.495,7.0,367953,112,"Action,Comedy,Crime",84.0,77.0,R,6/13/2014,12.0,51.125,0.0,21.94933333,15.170200000000000,331333876,191719337.0,0.5687550854
725,The Fault in Our Stars,12000000,68.068,7.7,367299,126,"Drama,Romance",81.0,85.0,PG-13,6/6/2014,25.0,39.875,3.976,5.258,16.323800000000000,307166834,124872350.0,-0.5768747382
726,Divergent,85000000,82.571,6.7,449760,139,"Action,Adventure,Mystery",41.0,69.0,PG-13,3/21/2014,18.0,41.125,7.174,1.924333333,15.650200000000000,288885818,150947895.0,0.5012919897
727,Paddington,55000000,45.887,7.3,110614,95,"Adventure,Comedy,Family",97.0,80.0,PG,1/16/2015,37.0,64.25,2.023,2.274,10.562,282370135,76271832.0,0.6493333333
728,Mr. Peabody & Sherman,145000000,46.835,6.8,68418,92,"Adventure,Animation,Comedy",81.0,73.0,PG,3/7/2014,26.0,54.125,7.405,1.15,10.683800000000000,275698039,111506430.0,0.905362776
729,Neighbors,18000000,50.065,6.3,304760,97,Comedy,73.0,63.0,R,5/9/2014,19.0,47.0,8.382,12.30033333,20.5062,270665134,150157400.0,0.3369788107
730,Exodus: Gods and Kings,140000000,252.699,6.0,166646,150,"Action,Adventure,Drama",30.0,35.0,PG-13,12/12/2014,60.0,64.0,10.645,6.117,20.31160000000000,268175631,65014513.0,0.3822843823
731,Annabelle,6500000,87.647,5.4,154714,99,"Horror,Mystery,Thriller",29.0,35.0,R,10/3/2014,37.0,36.0,5.703,8.8285,15.419200000000000,257047661,84273813.0,-0.1038575668
732,Hercules,85000000,115.764,7.3,223490,93,"Adventure,Animation,Comedy",58.0,48.0,PG-13,7/25/2014,44.0,56.875,3.416,2.242333333,13.4404,252712101,72688614.0,0.5516178737
733,RoboCop,13000000,38.357,7.6,251250,102,"Action,Crime,Sci-Fi",48.0,49.0,PG-13,2/12/2014,56.0,80.625,2.722,1.925,12.0512,242688965,58607007.0,0.4468995011
734,The Imitation Game,14000000,50.767,8.0,743660,114,"Biography,Drama,Thriller",89.0,91.0,PG-13,11/28/2014,115.0,46.375,5.61,0.690333333,19.696,233555708,91125683.0,0.5804878049
735,Non-Stop,50000000,27.046,6.9,261173,106,"Action,Mystery,Thriller",62.0,63.0,PG-13,2/28/2014,32.0,43.875,5.806,1.732333333,15.983800000000000,222809600,92168600.0,0.501120239
736,Dracula Untold,70000000,34.839,6.2,191494,92,"Action,Drama,Fantasy",25.0,58.0,PG-13,10/10/2014,59.0,67.0,1.96,7.372,16.559200000000000,217124280,56280355.0,0.5239669421
737,The Expendables 3,90000000,79.987,6.1,179326,126,"Action,Adventure,Thriller",32.0,48.0,PG-13,8/15/2014,81.0,63.875,5.413,3.8536,34.8588,214657577,39322544.0,0.2467866324
738,Into the Woods,50000000,18.69,5.9,139237,125,"Adventure,Comedy,Drama",71.0,49.0,PG,12/25/2014,50.0,30.75,4.192,3.444,11.959400000000000,212902372,128002372.0,0.4324142569
739,Fury,68000000,181.379,7.6,469340,134,"Action,Drama,War",76.0,84.0,R,10/17/2014,34.0,52.625,11.481,4.752,21.5964,211817906,85817906.0,-0.5892857143
740,Need for Speed,66000000,128.145,6.4,168911,132,"Action,Crime,Thriller",22.0,57.0,PG-13,3/14/2014,76.0,64.875,2.579,2.114,16.2938,203277636,43577636.0,0.4126213592
741,The Other Woman,40000000,42.234,6.0,138226,109,"Comedy,Romance",26.0,57.0,PG-13,4/25/2014,38.0,55.0,6.415,3.25,17.368,196781193,83911193.0,0.6488135593
742,The Equalizer,55000000,104.836,7.2,361226,132,"Action,Crime,Thriller",60.0,76.0,R,9/26/2014,30.0,41.125,7.806,7.05125,26.9874,192330738,101530738.0,0.5613899614
743,Breakup Buddies,0,3.976,6.4,1604,116,"Comedy,Drama,Romance",,70.0,,0,,,3.787,1.133333333,7.8088,189017596,,
744,Stand by Me Doraemon,35000000,106.922,7.4,7700,95,"Animation,Comedy,Drama",,100.0,,0,,,0.0,15.264,8.4048,183442714,,
745,The Grand Budapest Hotel,30000000,31.599,8.1,775996,99,"Adventure,Comedy,Crime",92.0,86.0,R,3/7/2014,55.0,58.0,11.936,4.12175,23.1412,174600318,59301324.0,0.9443996777
746,Dumb and Dumber To,40000000,67.157,5.6,135602,109,Comedy,30.0,35.0,PG-13,11/14/2014,35.0,33.25,0.0,4.119166667,17.4644,169837010,86208010.0,-0.8755555556
747,Into the Storm,50000000,60.07,5.8,67769,89,"Action,Adventure,Drama",,63.0,TVPG,8/8/2014,71.0,33.25,0.972,15.264,12.1334,161502194,47602194.0,0.4405986904
748,The Monuments Men,70000000,31.668,6.1,130537,118,"Comedy,Drama,History",30.0,44.0,PG-13,2/7/2014,41.0,46.125,20.544,14.271,21.6284,155641650,78031620.0,0.5792637115
749,Planes: Fire & Rescue,50000000,28.001,6.0,17835,83,"Adventure,Animation,Comedy",45.0,56.0,PG,7/18/2014,54.0,48.125,2.89,1.176,14.2098,151165787,59165787.0,0.8288988948
750,The Taking of Tiger Mountain,0,15.254,6.4,3033,141,"Action,Adventure,Biography",71.0,66.0,,0,,,7.95,4.649,7.674200000000000,141654055,,
751,The Admiral: Roaring Currents,9500000,13.475,7.1,11534,128,"Action,Drama,History",86.0,79.0,,8/8/2014,197.0,41.0,2.944,0.6,8.671800000000000,138342258,2589811.0,0.9178082192
