Movie Title,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,Score_Rotten,Score_Rotten_Audience,Rating,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,TwitterScore,Budget,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Release-Date,Release-Year,Release-Month,Release-DOM,Revenue-Worldwide,Profit,Label
The Queen's Corgi,26.914,4.8,6633,85,0,34,1,,57,,,1.476,53.48837209,20000000,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-04-03,2019,4,3,35515687,0.77578435,2
Meppadiyan,1.747,7.6,2301,124,,,2,,17.5,,,2.0556,51.49253731,390000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022-01-14,2022,1,14,691981,0.7743102564,2
Astral City: A Spiritual Journey,8.959,6.4,3100,103,,67,2,,,1.313,,2.331,,12000000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-03,2010,9,3,21218935,0.7682445833,2
Bye Bye Morons,11.219,6.7,4675,87,59,56,2,,,9.81,1.96,5.8672,-53.65853659,9700000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-21,2020,10,21,16955173,0.7479559794,2
Adventures in Zambezia,28.971,5.7,7207,83,,,2,,,,,19.1988,100,20000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-03,2012,7,3,34428345,0.72141725,2
Rust and Bone,9.761,7.5,67055,120,,,2,,23.25,,,9.1858,33.60824742,15400000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012-05-17,2012,5,17,25807712,0.6758254545,2
Hridayam,2.301,8.5,8724,172,,,2,,18,,,3.4666,64.33486239,1040000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2022-01-21,2022,1,21,1740483,0.6735413462,2
Gone with the Bullets,4.61,5.8,1568,140,,,2,,57.5,,,6.0658,-6.686930091,48800000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-12-18,2014,12,18,81387479,0.667776209,2
La vérité si je mens! 3,6.124,5.3,1762,112,,22,2,,,0.698,,4.4892,,25496629,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,40928635,0.6052567184,2
The Bodin's in the Land of Smile,4.93,5.4,73,98,,,2,,,,,1.068,,8102011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,12872253,0.5887725899,2
Serial Teachers 2,9.315,4.4,1479,92,,,2,,,,,5.913,-100,16000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-01,2015,7,1,25364150,0.585259375,2
My Best Summer,2.807,6,218,109,,,2,,70.75,,,5.061,92.49091643,38000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019-03-18,2019,3,18,60011073,0.5792387632,2
The Island,25.296,6.9,312747,136,39,63,2,,83.625,16.464,,27.6872,35.24861878,126000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2018-08-10,2018,8,10,198326350,0.5740186508,2
Taxi 5,21.979,4.7,9220,102,0,30,2,,,13.092,8.055,6.0668,,24625000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,38600000,0.5675126904,2
Sky Hunter,6.441,6.1,2701,115,14,50,2,,52.5,1.38,,5.1226,62.26415094,30761600,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017-09-29,2017,9,29,48065601,0.5625195373,2
Bheemla Nayak,3.105,7.5,7472,130,,,2,,22.375,,,3.4986,28.7054409,9750000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022-02-25,2022,2,25,15021965,0.540714359,2
Greenland,72.587,6.4,109296,119,78,63,2,,,6.795,7.518,13.5272,,34000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,52300000,0.5382352941,2
Supercondriaque,10.487,6,8567,107,,32,2,,43.375,9.446,0.875666667,4.646,89.28571429,36300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-02-26,2014,2,26,53425036,0.4717640771,2
Asterix and Obelix: Mansion of the Gods,27.731,6.9,13411,85,71,63,2,,,,0.882666667,2.5794,,30000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-11-26,2014,11,26,42830578,0.4276859333,2
What Happened to Monday,52.413,6.9,119476,123,61,67,2,,27,5.525,1.663333333,15.6926,49.01675164,20000000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-08-18,2017,8,18,27975429,0.39877145,2
The Extraordinary Adventures of Adèle Blanc-Sec,20.506,6.3,21037,107,85,54,1,,,8.055,2.169,6.328,,25000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,34604339,0.38417356,2
Les blagues de Toto,3.927,3.8,132,84,,,2,,,,,4.235,,6438600,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8859185,0.3759489641,2
Street Dancer 3D,4.357,3.7,7545,146,,,2,,31.625,,,3.573,55.63331001,9204790,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-01-24,2020,1,24,12589965,0.3677623281,2
Head Over Heels,11.514,5.4,14511,86,,82,2,,,3.392,1.473,12.5518,,14000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,18876082,0.3482915714,2
Little White Lies 2,10.057,6.4,3587,134,,,2,,,,,9.1264,-25,17600000,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-20,2010,10,20,23623665,0.3422536932,2
Out of Inferno,6.038,5.7,857,107,,40,2,,25.25,,,7.6166,35,19000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-03,2013,10,3,24109886,0.2689413684,2
The Stronghold,194.557,6.9,9066,105,,,2,,,1.159,1.0975,4.5426,,14479740,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,18066143,0.2476842126,2
Camping 2,9.041,4.3,1331,99,,13,2,,,1.306,,3.8028,,28612179,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,33857735,0.1833329786,2
Secret Zoo,7.491,6.1,1353,118,83,40,2,,56.75,1.642,,7.7454,72.26277372,8100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-15,2020,1,15,9471940,0.1693753086,2
Pokémon the Movie: Diancie and the Cocoon of Destruction,18.705,5.5,1450,76,,57,2,,,6.304,1.69575,7.954,,24720400,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,28595105,0.1567411935,2
League of Gods,28.631,4.5,2626,109,,,2,,36.25,,,17.9374,36.56174334,38000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-07-29,2016,7,29,43498766,0.1447043684,2
School of Magical Animals,7.048,5.6,185,93,,,2,,,,,1.4164,,11700000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,12949263,0.1067746154,2
Bait,16.383,5.2,17560,93,100,61,2,,87.125,0.833,0.6,14.189,23.90180879,30000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012-11-29,2012,11,29,32813407,0.09378023333,2
Mama Weed,7.483,6.2,2575,104,,,2,,,,,3.3838,,5080800,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5432038,0.0691304519,2
R.A.I.D. Special Unit,10.16,5.5,3954,105,,,2,,,,,6.945,,32400000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,34598750,0.06786265432,2
A Monster in Paris,48.835,6.7,20898,90,87,65,1,,55.875,5.686,8.055,6.9058,63.63636364,25000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-16,2011,12,16,26611650,0.064466,2
Nicholas on Holiday,9.211,6.2,3070,97,,,2,,,,,2.9572,42.85714286,26460000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-07-09,2014,7,9,27567832,0.04186817838,2
Wish Dragon,228.879,7.2,24165,98,68,79,1,,19.75,4.27,15.57766667,9.626,86.42455685,25000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-11,2021,6,11,25860000,0.0344,2
Eiga Doraemon: Nobita no getsumen tansaki,15.254,7,723,111,,,2,,,,,8.4048,,65000000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,65406606,0.006255476923,2
Astérix and Obélix: God Save Britannia,11.597,5.3,14746,110,,23,2,,,2.023,2.172,4.9478,,61000000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,61319383,0.005235786885,2
HOUBA! On the Trail of the Marsupilami,9.62,5.5,3861,105,,36,2,,,7.916,3.038666667,10.03,100,50000000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-04-04,2012,4,4,50146474,0.00292948,2
Ossan's Love: Love or Dead,2.66,5.9,267,114,,,2,,,,,7.057,,23422744,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,23422744,0,2
Kung Fu Jungle,34.555,6.4,10990,100,,,2,,34.5,,,8.1782,-58.70069606,25000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014-10-31,2014,10,31,24070765,-0.0371694,2
Os Dez Mandamentos - O Filme,259.318,3.6,1140,120,,,2,,,,,2.9954,,39307171,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,37070177,-0.05691058255,2
Ainbo,244.145,4.8,1466,84,,,2,,55.75,,,2.723,100,10000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-13,2021,2,13,9382572,-0.0617428,2
Grace of Monaco,13.535,5.7,19842,103,9,25,2,,40.875,5.434,2.401,18.0392,61.46886642,30000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-05-25,2015,5,25,27515247,-0.0828251,2
22 Bullets,90.129,6.6,34426,117,46,55,2,,23.375,4.206,5.3995,7.3802,0,24000000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-24,2010,3,24,21695883,-0.096004875,2
30 jours max,15.684,5.2,1042,87,,,2,,,,,5.1408,,13000000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11208529,-0.1378054615,2
Call of Heroes,20.853,6.4,2329,120,88,64,2,,69.875,1.543,1.543,12.404,95.3125,32000000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-08-12,2016,8,12,25040561,-0.2174824688,2
Doraemon: Nobita and the Space Heroes,14.658,6.6,606,100,,,2,,,,,7.9782,,46597700,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,34811747,-0.25292993,2
An Officer and a Spy,13.609,7.2,17500,132,76,83,2,,66.5,10.168,1.388,11.0218,32.94117647,25300000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2019-11-21,2019,11,21,18878658,-0.2538079842,2
Aaraattu,2.591,5.3,6084,167,,,2,,17.875,,,3.9634,40.25974026,2340000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-18,2022,2,18,1648155,-0.2956602564,2
Valimai,4.165,7.2,14941,178,,,2,,20.5,0.6,,2.885,50.67114094,19500000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022-02-24,2022,2,24,13276393,-0.3191593333,2
Something About Love,1.02,6.2,67,93,,,2,,74.875,,,,80.56768559,23000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,2021,6,15,15204017,-0.3389557826,2
OSS 117: From Africa with Love,14.526,5.9,3435,117,,,2,,18.75,,,7.6008,100,20400000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-04,2021,8,4,13450000,-0.3406862745,2
Around the World in 80 Days,27.786,5.8,89085,120,,,2,,,,,14.0014,,110000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,72178895,-0.3438282273,2
Monkey King Reborn,22.003,6.1,332,95,,80,2,,12.5,1.781,3.1735,1.7366,100,20000000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-12,2021,4,12,13002635,-0.34986825,2
Once Upon a Time in Hong Kong,2.386,5.5,151,105,,,2,,49.125,,,10.5212,57.14285714,50756640,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021-05-01,2021,5,1,32218874,-0.3652283918,2
Bigfoot Family,17.337,5.8,2629,89,,36,2,,52.5,,1.274,2.5022,56.36363636,17520000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-08-05,2020,8,5,10855626,-0.3803866438,2
Maigret,5.639,5.9,262,89,,,2,,,4.405,1.7985,4.6878,,7007340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3974524,-0.432805601,2
Divorce Club,8.945,5.2,1016,108,,,2,,,,,7.9588,,9466480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5316313,-0.4384065672,2
The Pirates: The Last Royal Treasure,261.826,6.1,2465,126,60,62,2,,12.5,0.6,1.38,13.7412,81.25,19597380,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-01-26,2022,1,26,10266142,-0.4761472197,2
Antebellum,56.708,5.7,25164,105,30,51,3,,40.375,,1.3025,8.963,16.92888609,15000000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2020-09-18,2020,9,18,7770723,-0.4819518,2
Arthur 3: The War of the Two Worlds,22.07,5.5,9046,101,20,42,1,,32.875,8.055,4.6805,12.473,-95.55555556,70200000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-03-22,2011,3,22,33519334,-0.5225166097,2
The Secret Garden,20.846,5.5,8346,99,67,43,1,,46.375,3.436,1.7135,7.7484,63.23257249,20000000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-23,2020,10,23,8721243,-0.56393785,2
Trolls 2: World Tour,110.005,6.1,22154,91,,,2,,31.25,,,9.9756,49.13294798,110000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-04-10,2020,4,10,47641355,-0.5668967727,2
Dragon Rider,18.364,5.6,1543,91,73,44,2,,75.625,1.751,2.087666667,19.262,50.92783505,17830000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-01,2020,10,1,6779816,-0.6197523275,2
Spycies,25.929,5.5,851,99,43,,2,,24.25,1.4,0.6385,3.4108,87.09677419,20000000,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-11,2020,1,11,6989285,-0.65053575,2
Jim Button and the Wild 13,4.294,6.2,506,110,,,2,,,8.061,,3.733,,20000000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6908445,-0.65457775,2
Mulan,223.086,5.7,143047,115,73,47,2,,,1.96,1.083,19.4256,,200000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,66800000,-0.666,2
The Four 2,5.078,5.8,1180,118,,,2,,69.125,,,11.0222,37.80687398,120000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-07,2015,8,7,28599970,-0.7616669167,2
Alors on danse,2.04,5,20,105,,,2,,,,,4.6618,,8300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,832682,-0.8996768675,2
The Tomorrow War,401.38,6.6,193011,138,52,76,2,,18.5,4.984,4.51,20.2394,-60.77933079,200000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-02,2021,7,2,14400000,-0.928,2
Turning Red,6227.746,7.1,67171,100,94,73,1,,28.25,5.719,9.804,8.3886,44.34250765,190000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-11,2022,3,11,13428061,-0.9293259947,2
The Last Warrior: A Messenger of Darkness,13.067,5.4,323,108,,,2,,,,,5.9458,100,422220000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-23,2021,12,23,27052365,-0.935928272,2
Hotel Belgrade,7.31,6.2,1314,106,,,2,,65.625,1.868,2.4425,4.5622,84.21052632,139500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020-03-05,2020,3,5,6237973,-0.9552833477,2
Krime Story,2.111,3.9,47,117,,,2,,24.375,,,2.759,33.33333333,50000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-11-19,2021,11,19,845412,-0.98309176,2
Mister Knockout,8.197,5.2,23,117,,,2,,,,,6.4504,33.33333333,186000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022-02-23,2022,2,23,1523880,-0.9918070968,2
The Contractor,100.979,5.7,3288,103,,,2,,29.375,,1.948333333,19.6374,21.74439733,50000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022-04-01,2022,4,1,337237,-0.99325526,2
Odinnadtsat molchalivykh muzhchin,1.438,4.5,52,121,,,2,,,,,3.7914,,288579000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022-02-17,2022,2,17,1040803,-0.9963933516,2
Arthur Rambo,6.29,6.5,222,87,63,,2,,37.875,1.4,0.6,2.396,45.45454545,50000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-08,2021,12,8,149028,-0.99701944,2
Bride Wars,64.325,5.4,106296,89,11,51,1,,43,2.845,6.232666667,20.9488,-49.26553672,30000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009-01-09,2009,1,9,115375850,2.845861667,0
A Nightmare on Elm Street,44.095,7.5,229013,91,15,43,3,50,40.25,3.175,8.096666667,8.184,0.2763485477,1800000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010-04-30,2010,4,30,115694863,63.27492389,0
Paranormal Activity 2,37.439,5.7,103015,91,58,48,3,36,42.25,1.646,4.103,6.2808,0.1435897436,3000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2010-10-22,2010,10,22,177512032,58.17067733,0
The Last Exorcism,25.701,5.7,49644,87,72,35,2,79,47.25,1.686,4.637,8.4204,0.3963083605,1800000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2010-08-27,2010,8,27,69432527,37.57362611,0
The King's Speech,21.559,8,668835,118,94,92,3,127,66.25,5.218,4.949666667,18.7506,0.6539973788,15000000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010-11-26,2010,11,26,423999102,27.2666068,0
Black Swan,40.941,8,742745,108,85,84,3,80,89.875,7.192,1.78525,18.1036,0.5142503098,13000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010-12-03,2010,12,3,329398046,24.33831123,0
Step Up,48.278,6.5,116996,104,21,83,2,78,55.5,4.434,2.56875,11.4984,51.35787568,12000000,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010-08-06,2010,8,6,159291809,12.27431742,0
The Twilight Saga: Eclipse,240.393,5,241520,124,48,60,2,5,52.5,7.13,2.8385,24.2466,0.6547619048,68000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-30,2010,6,30,698491347,9.271931574,0
The Kids Are All Right,12.233,7.1,129626,106,92,74,3,121,67,2.287,1.1932,15.1722,0.687804878,3500000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010-07-09,2010,7,9,34705850,8.915957143,0
Buried,21.703,7,158625,95,87,65,3,,85.875,2.468,2.8365,13.347,0.3289256198,1987650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2010-10-08,2010,10,8,19439764,8.780275199,0
Easy A,66.417,7,382340,92,85,77,2,59,58.625,5.607,3.9645,17.4682,0.8605230386,8000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010-09-17,2010,9,17,75026327,8.378290875,0
The Karate Kid,160.742,6.2,177554,140,66,67,1,11,55.125,4.166,13.4834,13.3,0.5640866873,40000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-11,2010,6,11,359126022,7.97815055,0
Jackass 3D,78.131,7,63428,94,,,2,21,37.125,,,10.269,-0.3030170529,20000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-15,2010,10,15,171685792,7.5842896,0
Despicable Me,107.417,7.6,530731,95,81,82,1,8,36.125,,3.310333333,15.935,0.7368762152,69000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-09,2010,7,9,543113985,6.871217174,0
Harry Potter and the Deathly Hallows: Part 1,245.631,7.7,527205,146,77,85,2,7,48,14.088,6.070666667,31.5568,0.666218035,125000000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-11-19,2010,11,19,976536918,6.812295344,0
Saw: The Final Chapter,62.294,5.6,97137,90,,,2,72,38.5,,,15.4252,0.312039312,20000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2010-10-29,2010,10,29,136151680,5.807584,0
Skyline,109.771,4.5,89448,92,15,18,2,118,50.125,,3.374,11.3726,0.2929542645,10000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2010-11-12,2010,11,12,66984887,5.6984887,0
True Grit,15.455,7.6,332413,110,95,85,2,46,49.125,,5.690666667,31.5502,0.9069572506,38000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010-12-22,2010,12,22,252276927,5.6388665,0
Devil,43.231,6.3,143130,80,49,43,2,92,71.5,6.056,5.2545,16.7006,-0.6635750422,10000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2010-09-17,2010,9,17,62695489,5.2695489,0
The Social Network,33.409,7.8,679305,120,96,87,2,31,46.125,14.849,2.775,21.4052,0.5829596413,40000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-01,2010,10,1,224920315,4.623007875,0
Toy Story 3,130.39,8.3,809276,103,98,90,0,2,46.375,4.14,1.388,18.2108,0.5860655738,200000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-18,2010,6,18,1066969703,4.334848515,0
Inception,164.797,8.8,2255111,148,87,91,2,6,33.5,15.857,14.426,29.2188,0.5989583333,160000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010-07-16,2010,7,16,826137188,4.163357425,0
Alice in Wonderland,94.156,7.4,138217,75,,48,2,3,48.875,,,4.6792,63.95209581,200000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-05,2010,3,5,1025467110,4.12733555,0
Diary of a Wimpy Kid,476.648,5.2,2492,58,73,37,1,48,49.75,4.294,3.199,9.4946,-0.1203590371,15000000,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-19,2010,3,19,76196538,4.0797692,0
Resident Evil: Afterlife,2.688,5.8,169427,96,21,48,3,54,46.625,12.24,4.0575,17.6942,-0.7728026534,60000000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010-09-10,2010,9,10,300228084,4.0038014,0
Nanny McPhee Returns,40.558,6.1,32022,109,75,55,1,101,42.75,4.132,3.537333333,21.1622,0.5654169855,25000000,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-20,2010,8,20,123276807,3.93107228,0
Heartbreaker,1.035,4.6,99,90,,,3,,74.25,0.6,,,-56.16896696,10000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010-03-17,2010,3,17,48023509,3.8023509,0
Dear John,20.625,6.3,146758,108,28,55,2,40,47.75,6.687,4.197333333,18.6508,0.7501041233,25000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2010-02-05,2010,2,5,114984666,3.59938664,0
Shrek Forever After,108.5,6.3,199029,93,58,54,1,9,34.625,5.691,1.8905,15.6712,0.6232771822,165000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-21,2010,5,21,752600867,3.561217376,0
The Last Song,22.374,6,86600,108,,,2,51,62.25,,,7.1994,0.4612337295,20000000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2010-03-31,2010,3,31,89137047,3.45685235,0
Valentine's Day,30.253,5.7,118968,125,18,47,2,22,55,8.768,0.935,22.957,0.6947496947,52000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010-02-12,2010,2,12,216485654,3.163185654,0
The Town,141.355,7.5,380431,125,92,85,3,32,52.625,29.667,3.814,25.3484,0.4929032258,37000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010-09-17,2010,9,17,154026136,3.162868541,0
